measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,3,Both,22,All ages,962,Maternal and neonatal disorders,1,Number,1990,3308531.1990581476,3546852.3958717627,3090571.102952572
1,Deaths,1,Global,3,Both,22,All ages,962,Maternal and neonatal disorders,2,Percent,1990,0.07092764371961098,0.07510283850674265,0.06694614703739452
1,Deaths,1,Global,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,1990,1234342.1946376967,1291507.3239101195,1146976.26002996
1,Deaths,1,Global,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,1990,0.026464408057432207,0.027465981959498686,0.02458270657950743
1,Deaths,1,Global,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1990,3093755.112156317,3339171.1879481077,2583800.0942935846
1,Deaths,1,Global,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1990,0.06632658664692383,0.07103601792623385,0.055999982963983855
1,Deaths,1,Global,3,Both,22,All ages,653,Skin and subcutaneous diseases,1,Number,1990,49281.546736515,62439.71458450609,38917.73570347728
1,Deaths,1,Global,3,Both,22,All ages,653,Skin and subcutaneous diseases,2,Percent,1990,0.0010565685898334875,0.0013317449562605312,0.0008364922822833914
1,Deaths,1,Global,3,Both,22,All ages,688,Transport injuries,1,Number,1990,1190096.6240440612,1288043.1973197283,1118542.8171957827
1,Deaths,1,Global,3,Both,22,All ages,688,Transport injuries,2,Percent,1990,0.0255146143284804,0.027706279054186107,0.024271959942843462
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,1,Number,1990,172578.98959476675,180262.64463747846,162470.49047216782
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,2,Percent,1990,0.0037001464017279756,0.0038418266250373253,0.0034947340115086658
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,1,Number,1990,1278866.3804509763,1337306.2856735184,1213494.069995165
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,1990,0.027419215099969377,0.028493318568471673,0.02626547125235036
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,1,Number,1990,1855372.283561366,1930247.5607376853,1754471.5352086972
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,2,Percent,1990,0.03977915340943187,0.041253637094525265,0.03793987836532721
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,1,Number,1990,1752059.8686214203,1860034.018452784,1622454.632916829
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,2,Percent,1990,0.03756226568896036,0.039343220307348645,0.03487607287581926
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,1,Number,1991,729478.5303826139,970291.2741469523,542845.0535797905
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,2,Percent,1991,0.0154648726281364,0.020484795402846097,0.011628270259146489
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,1,Number,1991,1878516.362190137,1959471.0847274996,1776976.2632453933
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,2,Percent,1991,0.039832126003773644,0.041284653087749174,0.03802801015425135
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,1,Number,1991,1862706.223829487,1968938.3570071724,1733789.3538714694
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,2,Percent,1991,0.03949563291972029,0.041353418404270835,0.03676536887795871
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,1,Number,1991,55667.60349722897,68207.18099505882,44352.93945278632
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,2,Percent,1991,0.0011804219580315712,0.0014418663095573314,0.0009403611346483514
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,1,Number,1991,1254920.601782762,1658233.4867396608,937198.3742656913
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,2,Percent,1991,0.026607328166926587,0.03532281204642476,0.020099271994170706
1,Deaths,1,Global,3,Both,22,All ages,344,Neglected tropical diseases and malaria,1,Number,1991,1045428.8527226214,1585888.7581192586,647353.0302466115
1,Deaths,1,Global,3,Both,22,All ages,344,Neglected tropical diseases and malaria,2,Percent,1991,0.022168567392589714,0.0337653836792073,0.01376515706873697
1,Deaths,1,Global,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,1991,12226555.179372603,12762635.494929936,11595302.2369669
1,Deaths,1,Global,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,1991,0.25925902608597773,0.26903706044575376,0.24666563052356427
1,Deaths,1,Global,3,Both,22,All ages,410,Neoplasms,1,Number,1991,5870801.803681252,6101828.222573951,5602206.430745761
1,Deaths,1,Global,3,Both,22,All ages,410,Neoplasms,2,Percent,1991,0.12448563320097575,0.12848050711599246,0.11994164657569915
1,Deaths,1,Global,3,Both,22,All ages,542,Neurological disorders,1,Number,1991,901709.2859804896,1912278.9154332692,462726.83529413096
1,Deaths,1,Global,3,Both,22,All ages,542,Neurological disorders,2,Percent,1991,0.0191284623430297,0.04051591972168925,0.009768285435377144
1,Deaths,1,Global,3,Both,22,All ages,558,Mental disorders,1,Number,1991,183.54221148701953,220.36230958575533,165.5978947541305
1,Deaths,1,Global,3,Both,22,All ages,558,Mental disorders,2,Percent,1991,3.8922471401615555e-06,4.662009249080326e-06,3.487340338020763e-06
1,Deaths,1,Global,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,1991,1228355.077809156,1279958.7566505244,1144070.1084142036
1,Deaths,1,Global,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,1991,0.026046386020331082,0.026977826203715423,0.024212707229116334
1,Deaths,1,Global,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,1,Number,1991,538594.5705910334,716681.6933579842,403850.3816696319
1,Deaths,1,Global,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,2,Percent,1991,0.011419648337786867,0.015144379687418545,0.00850334230937948
1,Deaths,1,Global,3,Both,22,All ages,956,Respiratory infections and tuberculosis,1,Number,1991,5108668.052179043,5523255.108519498,4716680.824739953
1,Deaths,1,Global,3,Both,22,All ages,956,Respiratory infections and tuberculosis,2,Percent,1991,0.10831726417806481,0.11617899287284171,0.10084302446409132
1,Deaths,1,Global,3,Both,22,All ages,957,Enteric infections,1,Number,1991,3173563.1947987727,3902031.159127794,2501353.6340996446
1,Deaths,1,Global,3,Both,22,All ages,957,Enteric infections,2,Percent,1991,0.0672902160020864,0.08302025068484029,0.052818687286395244
1,Deaths,1,Global,3,Both,22,All ages,961,Other infectious diseases,1,Number,1991,2121337.6047622403,3000596.9113236284,1560546.805029394
1,Deaths,1,Global,3,Both,22,All ages,961,Other infectious diseases,2,Percent,1991,0.04497619295145817,0.06328114255359732,0.033233236439980315
1,Deaths,1,Global,3,Both,22,All ages,962,Maternal and neonatal disorders,1,Number,1991,3274882.8992577665,3515561.453794713,3052232.0041646427
1,Deaths,1,Global,3,Both,22,All ages,962,Maternal and neonatal disorders,2,Percent,1991,0.06943290583010871,0.07379590810413414,0.06553798113842729
1,Deaths,1,Global,3,Both,22,All ages,410,Neoplasms,1,Number,1992,5998995.379274798,6237517.436297258,5750271.166336792
1,Deaths,1,Global,3,Both,22,All ages,410,Neoplasms,2,Percent,1992,0.12626127073650634,0.13019051985085944,0.12142806181832304
1,Deaths,1,Global,3,Both,22,All ages,542,Neurological disorders,1,Number,1992,930900.3042789319,1981367.3311316767,472262.6279079032
1,Deaths,1,Global,3,Both,22,All ages,542,Neurological disorders,2,Percent,1992,0.01959577832646438,0.04148008017641218,0.009975277368744253
1,Deaths,1,Global,3,Both,22,All ages,558,Mental disorders,1,Number,1992,193.10569835501548,230.08176197810317,174.6229203357156
1,Deaths,1,Global,3,Both,22,All ages,558,Mental disorders,2,Percent,1992,4.064711564015787e-06,4.8340026749376375e-06,3.664030422309813e-06
1,Deaths,1,Global,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1991,3149298.535996409,3394811.573318632,2648925.869511584
1,Deaths,1,Global,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1991,0.06677692701672981,0.0713310159282597,0.05652314780270363
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,1,Number,1992,56627.79586914054,69465.33629285784,45088.468105556
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,2,Percent,1992,0.001191928197691492,0.0014505016105491118,0.0009473005114914394
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,1,Number,1992,1242754.2667541113,1626773.73496153,942050.175959492
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,2,Percent,1992,0.02615423718211553,0.03441470123814223,0.019930286593028253
1,Deaths,1,Global,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,1992,1246741.5584617357,1301214.2082330775,1157852.2183555271
1,Deaths,1,Global,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,1992,0.026240047326933854,0.027172377004067803,0.024407404108036032
1,Deaths,1,Global,3,Both,22,All ages,653,Skin and subcutaneous diseases,1,Number,1991,50536.00476382155,63665.752449257016,39722.114241170275
1,Deaths,1,Global,3,Both,22,All ages,653,Skin and subcutaneous diseases,2,Percent,1991,0.0010715784541363133,0.001342162565704914,0.0008469435288898964
1,Deaths,1,Global,3,Both,22,All ages,688,Transport injuries,1,Number,1991,1196406.387737929,1302094.1686736231,1131728.488508549
1,Deaths,1,Global,3,Both,22,All ages,688,Transport injuries,2,Percent,1991,0.025368132261138564,0.02762415048524017,0.024163033771604718
1,Deaths,1,Global,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,1,Number,1992,648674.6506121918,862757.590353801,487719.05251639645
1,Deaths,1,Global,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,2,Percent,1992,0.01365015033363727,0.01819417076566021,0.010095825296694113
1,Deaths,1,Global,3,Both,22,All ages,956,Respiratory infections and tuberculosis,1,Number,1992,5104882.831495398,5498754.024093677,4738394.557228157
1,Deaths,1,Global,3,Both,22,All ages,956,Respiratory infections and tuberculosis,2,Percent,1992,0.10743435798711268,0.11488201888979041,0.10022640909106775
1,Deaths,1,Global,3,Both,22,All ages,957,Enteric infections,1,Number,1992,3141113.5504149953,3886020.822706567,2451013.578228657
1,Deaths,1,Global,3,Both,22,All ages,957,Enteric infections,2,Percent,1992,0.06610841507662112,0.08222672265182841,0.051620041784199204
1,Deaths,1,Global,3,Both,22,All ages,961,Other infectious diseases,1,Number,1992,2072749.0758302782,2910537.2769547757,1541944.6418998188
1,Deaths,1,Global,3,Both,22,All ages,961,Other infectious diseases,2,Percent,1992,0.043619407799269344,0.06146052467249131,0.032294225916886195
1,Deaths,1,Global,3,Both,22,All ages,962,Maternal and neonatal disorders,1,Number,1992,3251186.9995147046,3492721.031670101,3026921.7466241037
1,Deaths,1,Global,3,Both,22,All ages,962,Maternal and neonatal disorders,2,Percent,1992,0.06841756557530335,0.07254922679698023,0.06480643893836051
1,Deaths,1,Global,3,Both,22,All ages,344,Neglected tropical diseases and malaria,1,Number,1992,1033342.1926590442,1617114.9072346312,636915.528297363
1,Deaths,1,Global,3,Both,22,All ages,344,Neglected tropical diseases and malaria,2,Percent,1992,0.02174992039352225,0.03400719256959178,0.013414828550548926
1,Deaths,1,Global,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,1992,12444358.041096302,12968047.611197717,11817483.774171786
1,Deaths,1,Global,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,1992,0.2619233003485884,0.2719607642885189,0.24888455289017905
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,1,Number,1991,184426.70742614588,192261.20406183103,173372.63601204695
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,2,Percent,1991,0.003910721765552025,0.0040544875469104335,0.0037089123901248677
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,1,Number,1991,1309352.4087783701,1368817.8571049115,1243200.7545080828
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,1991,0.027764064236305855,0.02883905018289928,0.026588426510945482
1,Deaths,1,Global,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1992,3208851.078846033,3442856.0723617547,2692086.1357207317
1,Deaths,1,Global,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1992,0.06753525090583183,0.07196593277981686,0.0567939155004114
1,Deaths,1,Global,3,Both,22,All ages,653,Skin and subcutaneous diseases,1,Number,1992,51642.20219587904,64656.49266726968,40484.390128498504
1,Deaths,1,Global,3,Both,22,All ages,653,Skin and subcutaneous diseases,2,Percent,1992,0.00108691975856316,0.0013619143866407247,0.0008625767587407528
1,Deaths,1,Global,3,Both,22,All ages,688,Transport injuries,1,Number,1992,1204489.8424387726,1310225.1415231805,1137677.5728739286
1,Deaths,1,Global,3,Both,22,All ages,688,Transport injuries,2,Percent,1992,0.025349675845888806,0.027536205049110328,0.024108452843216763
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,1,Number,1992,198547.87714600717,206604.70170204528,189548.8401829287
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,2,Percent,1992,0.004178905116444418,0.0043309470346536575,0.0039808153502921394
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,1,Number,1992,1348112.7853532908,1409858.9808497017,1281108.2756979673
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,1992,0.028374165208182846,0.02948162131767386,0.02713496133659062
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,1,Number,1993,58307.07460525413,70539.13823185214,46023.43131823228
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,2,Percent,1993,0.0012103395422649393,0.0014784669884454335,0.0009547913672098628
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,1,Number,1993,1232261.0997041743,1603296.613258069,941008.2771354679
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,2,Percent,1993,0.025574369977592742,0.03366473605316175,0.019716072189097482
1,Deaths,1,Global,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,1,Number,1993,773517.1875868881,1025791.6833735694,576037.0995165654
1,Deaths,1,Global,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,2,Percent,1993,0.016051522699363323,0.021358044912697962,0.011945036979182398
1,Deaths,1,Global,3,Both,22,All ages,956,Respiratory infections and tuberculosis,1,Number,1993,5038899.87860352,5408175.002366591,4689371.837307289
1,Deaths,1,Global,3,Both,22,All ages,956,Respiratory infections and tuberculosis,2,Percent,1993,0.10458083253985513,0.1117289274049812,0.09795973539139834
1,Deaths,1,Global,3,Both,22,All ages,957,Enteric infections,1,Number,1993,3069656.508791095,3812195.093497369,2413066.085944784
1,Deaths,1,Global,3,Both,22,All ages,957,Enteric infections,2,Percent,1993,0.06371083660357386,0.07935748007148517,0.050114864702298534
1,Deaths,1,Global,3,Both,22,All ages,961,Other infectious diseases,1,Number,1993,2005951.4349080606,2809777.9065992655,1480056.3792383624
1,Deaths,1,Global,3,Both,22,All ages,961,Other infectious diseases,2,Percent,1993,0.04162714272583798,0.057648623486657474,0.030775211189156968
1,Deaths,1,Global,3,Both,22,All ages,962,Maternal and neonatal disorders,1,Number,1993,3219550.334203216,3450247.6930110003,3002915.568182882
1,Deaths,1,Global,3,Both,22,All ages,962,Maternal and neonatal disorders,2,Percent,1993,0.06681486803853458,0.0705072741688275,0.06319431082257979
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,1,Number,1992,700995.5912889105,922311.7523103611,531388.3504593754
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,2,Percent,1992,0.014750604648178185,0.019419696525797222,0.011229204843516607
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,1,Number,1992,1904767.0691153642,1984947.4599181286,1815258.1429351454
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,2,Percent,1992,0.04008976632542046,0.041523898156922034,0.03834865876944335
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,1,Number,1992,1724056.469043263,1825928.6792963855,1598543.9769056917
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,2,Percent,1992,0.0362842681961603,0.03804388249488243,0.03359629882684981
1,Deaths,1,Global,3,Both,22,All ages,410,Neoplasms,1,Number,1993,6170026.964874589,6387310.904772288,5920569.683360638
1,Deaths,1,Global,3,Both,22,All ages,410,Neoplasms,2,Percent,1993,0.12806653172876273,0.1319035505571321,0.12337123581430164
1,Deaths,1,Global,3,Both,22,All ages,542,Neurological disorders,1,Number,1993,962377.6565056082,2059344.0123243823,487919.3363128554
1,Deaths,1,Global,3,Both,22,All ages,542,Neurological disorders,2,Percent,1993,0.01997626376573405,0.0422780894535943,0.010164741237590511
1,Deaths,1,Global,3,Both,22,All ages,344,Neglected tropical diseases and malaria,1,Number,1994,1015894.0406329996,1541752.1471929848,601755.9994372592
1,Deaths,1,Global,3,Both,22,All ages,344,Neglected tropical diseases and malaria,2,Percent,1994,0.020680982543692408,0.03147012174292883,0.012150017105808448
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,1,Number,1993,674537.2592011258,886575.9736133605,516617.3267901725
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,2,Percent,1993,0.013999112478617464,0.018343918230926657,0.010834167719799849
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,1,Number,1993,1940584.823638016,2017165.8216691606,1845039.9373203253
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,2,Percent,1993,0.04027879276363873,0.04173097098483303,0.03863141705425337
1,Deaths,1,Global,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,1994,13032853.710846696,13568625.568781078,12346662.160301147
1,Deaths,1,Global,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,1994,0.26532369129846006,0.2757235226614222,0.2527478566256232
1,Deaths,1,Global,3,Both,22,All ages,344,Neglected tropical diseases and malaria,1,Number,1993,1027669.6307097201,1570902.3728211322,610205.6526250802
1,Deaths,1,Global,3,Both,22,All ages,344,Neglected tropical diseases and malaria,2,Percent,1993,0.02133149362183764,0.03259908861626654,0.012710314970743845
1,Deaths,1,Global,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,1993,12808625.798873538,13312966.912337258,12172263.017169349
1,Deaths,1,Global,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,1993,0.26586583246367906,0.27611552219912305,0.25274872832597556
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,1,Number,1993,1756894.2340347741,1857108.5226004564,1633389.6263487742
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,2,Percent,1993,0.03646445441484038,0.03821830339852797,0.03396826804884682
1,Deaths,1,Global,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1993,3267664.937192864,3495079.43308611,2750084.8818094376
1,Deaths,1,Global,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1993,0.06782273494278337,0.0720774044645048,0.05730785854044024
1,Deaths,1,Global,3,Both,22,All ages,653,Skin and subcutaneous diseases,1,Number,1993,52959.87215499586,66204.11931325044,42062.280537358354
1,Deaths,1,Global,3,Both,22,All ages,653,Skin and subcutaneous diseases,2,Percent,1993,0.001099267194079783,0.0013716074729227933,0.0008723704701541909
1,Deaths,1,Global,3,Both,22,All ages,688,Transport injuries,1,Number,1993,1219373.261664238,1317305.5969374555,1149296.5282461878
1,Deaths,1,Global,3,Both,22,All ages,688,Transport injuries,2,Percent,1993,0.02530858667215005,0.027305731264398635,0.024147016618285545
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,1,Number,1993,215571.81608460672,223598.8064370008,208839.53622414006
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,2,Percent,1993,0.004474548018221774,0.0046279007033508904,0.004339298977527114
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,1,Number,1993,1390555.9375284035,1450124.3732860903,1324138.9536711464
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,1993,0.028862860590355133,0.0299585624610084,0.02762127401608924
1,Deaths,1,Global,3,Both,22,All ages,558,Mental disorders,1,Number,1993,205.66126651380318,243.46636525184314,187.1576794256032
1,Deaths,1,Global,3,Both,22,All ages,558,Mental disorders,2,Percent,1993,4.26919149067812e-06,5.045213137292858e-06,3.871149836947484e-06
1,Deaths,1,Global,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,1993,1294811.2180212378,1344355.7575726018,1205371.953288172
1,Deaths,1,Global,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,1993,0.026875340026786723,0.027775222859664467,0.025008491923561048
1,Deaths,1,Global,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1994,3298370.947034161,3515966.762134219,2788795.5658584144
1,Deaths,1,Global,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1994,0.06714579673242556,0.07120047420570526,0.05645518220692885
1,Deaths,1,Global,3,Both,22,All ages,653,Skin and subcutaneous diseases,1,Number,1994,54245.386132860185,67859.99130344871,42781.6475073103
1,Deaths,1,Global,3,Both,22,All ages,653,Skin and subcutaneous diseases,2,Percent,1994,0.0011042675158233486,0.0013741394155261943,0.0008780928570594332
1,Deaths,1,Global,3,Both,22,All ages,688,Transport injuries,1,Number,1994,1235936.114566353,1332938.9113823473,1169210.761243419
1,Deaths,1,Global,3,Both,22,All ages,688,Transport injuries,2,Percent,1994,0.025159487107509575,0.026975726799497585,0.023997797392928344
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,1,Number,1994,650112.8050571475,848005.2968799648,500552.84302449843
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,2,Percent,1994,0.013231844576005854,0.017183540318374036,0.010267904675694724
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,1,Number,1995,61585.436184387574,74818.54492348146,48498.91712117625
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,2,Percent,1995,0.0012575518735811202,0.0015223435434646455,0.0009941229420410889
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,1,Number,1995,1209022.512413905,1558291.2963431638,939339.4019273411
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,2,Percent,1995,0.024682574904606788,0.03179035290828188,0.01938273516074164
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,1,Number,1994,230663.08608927808,241559.66701673978,223507.66785098135
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,2,Percent,1994,0.004695864618829633,0.004908686120001115,0.00455790210153585
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,1,Number,1994,1431495.9939932814,1488887.3685692446,1363268.247942814
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,1994,0.029142091036654275,0.03022480767453226,0.027905676035346976
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,1,Number,1994,1968709.4925313797,2045095.8038437448,1879873.1622662416
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,2,Percent,1994,0.040078118361479835,0.04145317312518233,0.03850256684844281
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,1,Number,1994,1761705.2804510186,1860753.3487811326,1636778.9651557747
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,2,Percent,1994,0.0358620485965434,0.03754438059021814,0.03337959513214155
1,Deaths,1,Global,3,Both,22,All ages,410,Neoplasms,1,Number,1994,6299072.567669187,6505938.877754002,6047839.386959422
1,Deaths,1,Global,3,Both,22,All ages,410,Neoplasms,2,Percent,1994,0.12823462552013462,0.1319603611433586,0.12390310863418819
1,Deaths,1,Global,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,1,Number,1995,1048129.7911403506,1387475.8366007959,772180.6486626216
